Vuosi,Kk,Ha_Tunnus,Hallinnonala,Tv_Tunnus,Kirjanpitoyksikkö,PaaluokkaOsasto_TunnusP,PaaluokkaOsasto_sNimi,Luku_TunnusP,Luku_sNimi,Momentti_TunnusP,Momentti_sNimi,TakpT_TunnusP,TakpT_sNimi,TakpTr_sNimi,Tililuokka_Tunnus,Tililuokka_sNimi,Ylatiliryhma_Tunnus,Ylatiliryhma_sNimi,Tiliryhma_Tunnus,Tiliryhma_sNimi,Tililaji_Tunnus,Tililaji_sNimi,LkpT_Tunnus,LkpT_sNimi,Alkuperäinen_talousarvio,Lisätalousarvio,Voimassaoleva_talousarvio,Käytettävissä,Alkusaldo,Nettokertymä_ko_vuodelta,NettoKertymaAikVuosSiirrt,Nettokertymä,Loppusaldo
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,319.22,0.0,319.22,319.22
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40090000,"Muut aineet, tarvikkeet ja tavarat",0.0,0.0,0.0,0.0,0.0,108.5,0.0,108.5,108.5
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,3077.28,0.0,3077.28,3077.28
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,434,Puhtaanapito- ja pesulapalvelut,43400000,Siivouspalvelut,0.0,0.0,0.0,0.0,0.0,873.02,0.0,873.02,873.02
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41130000,Sairausvakuutus- yms. lakien mukaiset sosiaaliturvamaksujen palautukset,0.0,0.0,0.0,0.0,0.0,-6.98,0.0,-6.98,-6.98
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43290000,Muut toimistopalvelut,0.0,0.0,0.0,0.0,0.0,3692.14,0.0,3692.14,3692.14
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43230000,ICT käyttöpalvelut,0.0,0.0,0.0,0.0,0.0,8387.77,0.0,8387.77,8387.77
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030100,Virkasuhteisten palkkiot,0.0,0.0,0.0,0.0,0.0,82.46,0.0,82.46,82.46
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43298000,"Toimistopalvelut, sisäiset",0.0,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1200.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43220100,Posti,0.0,0.0,0.0,0.0,0.0,601.57,0.0,601.57,601.57
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43390000,Muut henkilöstöpalvelut,0.0,0.0,0.0,0.0,0.0,3849.84,0.0,3849.84,3849.84
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43300000,Koulutuspalvelut,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,228999.37,0.0,228999.37,228999.37
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.01.,Toimintamenot,,4,TOIMINNAN KULUT,42,Vuokrat,42,Vuokrat,420,Vuokrat,42090000,Muut vuokrat,0.0,0.0,0.0,0.0,0.0,528.1,0.0,528.1,528.1
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,310000.0,0.0,310000.0,310000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920010,Käännös- ja tulkkauspalvelut,0.0,0.0,0.0,0.0,0.0,750.0,0.0,750.0,750.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,3,TOIMINNAN TUOTOT,39,Muut toiminnan tuotot,39,Muut toiminnan tuotot,398,Muut tuotot,39890000,Muut tuotot,0.0,0.0,0.0,0.0,0.0,-169.5,0.0,-169.5,-169.5
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,3904.06,0.0,3904.06,3904.06
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,30.72,0.0,30.72,30.72
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,296.06,0.0,296.06,296.06
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43290000,Muut toimistopalvelut,0.0,0.0,0.0,0.0,0.0,990.0,0.0,990.0,990.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030300,Ulkopuolisten palkkiot,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,15000.0
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,7094.24,0.0,7094.24,7094.24
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,93,Suoritetut arvonlisäverot,93,Suoritetut arvonlisäverot,930,Suoritetut arvonlisäverokulut,93000001,Arvonlisäverokulut,0.0,0.0,0.0,0.0,0.0,15168.73,0.0,15168.73,15168.73
2022,1,28,Valtiovarainministeriön hallinnonala,306,Valtion taloudellinen tutkimuskeskus,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.02.,Valtion taloudellisen tutkimuskeskuksen toimintamenot,4.21.28.30.02.02.,Talouspolitiikan arviointineuvoston toimintamenot (EK) (enintään),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,115181.61,-115181.61,0.0,0.0,0.0,-115181.61
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,,,,,,,,,,2,VASTATTAVAA,20-21,OMA PÄÄOMA,20,VALTION PÄÄOMA,209,Tilikauden tuotto-/kulujäämä,20900000,Tilikauden tuotto-/kulujäämä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4373927.72,4373927.72
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,262,Muut lyhytaikaiset velat,26220000,Taseessa seurattava talousarvion ulkopuolinen rahoitus (T),0.0,0.0,0.0,0.0,-4568.88,0.0,0.0,0.0,-4568.88
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,261,Siirtovelat,26110000,Lomapalkkavelka,0.0,0.0,0.0,0.0,-8963252.2,0.0,0.0,0.0,-8963252.2
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,173,Siirtosaamiset,17398000,"Siirtosaamiset, sisäiset (T)",0.0,0.0,0.0,0.0,32883.26,0.0,0.0,-500.0,32383.26
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700700,"Ostovelat (T), matkatili Nordea",0.0,0.0,0.0,0.0,75.05,0.0,0.0,1063.71,1138.76
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,262,Muut lyhytaikaiset velat,26200010,"Epäselvät erät (T), palkat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3751.0,-3751.0
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490000,Muut lyhytaikaiset saamiset (T),0.0,0.0,0.0,0.0,750737.31,0.0,0.0,-17.79,750719.52
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,173,Siirtosaamiset,17390000,Muut siirtosaamiset (T),0.0,0.0,0.0,0.0,149025.08,0.0,0.0,-138687.02,10338.06
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25800100,Ennakonpidätykset (T),0.0,0.0,0.0,0.0,-757953.05,0.0,0.0,77120.07,-680832.98
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490300,"Muut lyhytaikaiset saamiset (T), palkat",0.0,0.0,0.0,0.0,2753.1,0.0,0.0,-2652.29,100.81
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,170,Myyntisaamiset,17008100,"Myyntisaamiset, Kieku-reskontra, sisäiset (T)",0.0,0.0,0.0,0.0,637351.78,0.0,0.0,-602870.78,34481.0
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,11-13,KÄYTTÖOMAISUUS JA MUUT PITKÄAIK. SIJOITUKSET,12,AINEELLISET HYÖDYKKEET,128,Muut aineelliset hyödykkeet,12800000,Taide-esineet,0.0,0.0,0.0,0.0,1484.57,0.0,0.0,0.0,1484.57
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700300,"Ostovelat (T), matkalaskut",0.0,0.0,0.0,0.0,-24643.52,0.0,0.0,24643.52,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25940000,Jäsenmaksut (T),0.0,0.0,0.0,0.0,-8714.66,0.0,0.0,614.61,-8100.05
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,15,VAIHTO-OMAISUUS,152,Valmiit tuotteet/Tavarat,15200000,Valmiit tuotteet,0.0,0.0,0.0,0.0,5933.88,0.0,0.0,0.0,5933.88
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25810000,Sosiaaliturvamaksut (T),0.0,0.0,0.0,0.0,-47116.3,0.0,0.0,6729.3,-40387.0
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490100,"Muut lyhytaikaiset saamiset (T), Kieku-reskontra",0.0,0.0,0.0,0.0,39232.96,0.0,0.0,-16712.08,22520.88
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930100,"Katteet (T), Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3759552.47,-3759552.47
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,256,Saadut ennakot,25690000,Muut saadut ennakot,0.0,0.0,0.0,0.0,-722162.11,0.0,0.0,0.0,-722162.11
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,20-21,OMA PÄÄOMA,20,VALTION PÄÄOMA,207,Edellisten tilikausien pääoman muutos,20700000,Edellisten tilikausien pääoman muutos,0.0,0.0,0.0,0.0,1911111.93,0.0,0.0,0.0,1911111.93
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,11-13,KÄYTTÖOMAISUUS JA MUUT PITKÄAIK. SIJOITUKSET,11,AINEETTOMAT HYÖDYKKEET,119,Ennakkomaksut ja keskeneräiset hankinnat,11910000,Keskeneräiset aineettomat käyttöomaisuushankinnat,0.0,0.0,0.0,0.0,3502294.5,0.0,0.0,0.0,3502294.5
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930800,Katteet Danske Bank (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2941997.67,-2941997.67
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700600,"Ostovelat (T), maksuaikakortit Nordea",0.0,0.0,0.0,0.0,-16289.01,0.0,0.0,16623.27,334.26
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",192,Maksuliikemenotilit,19200800,"Yleiset maksuliikemenotilit (T), Danske Bank",0.0,0.0,0.0,0.0,-308.22,0.0,0.0,25.42,-282.8
2022,1,28,Valtiovarainministeriön hallinnonala,321,Tilastokeskus,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,261,Siirtovelat,26198000,"Siirtovelat, sisäiset (T)",0.0,0.0,0.0,0.0,-124050.9,0.0,0.0,98560.98,-25489.92
